,data1
118,Aug 8 03:33:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
119,Aug 8 03:33:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=prescott-k12 Test=icmp-test Loss%=0.000000 Min-RTT=10.294 MaxRTT=43.967 Avg-RTT=21.905 Jitter=33.673
120,Aug 8 03:33:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=chewelah-k12 Test=icmp-test Loss%=0.000000 Min-RTT=12.397 MaxRTT=16.874 Avg-RTT=14.005 Jitter=4.477
121,Aug 8 03:33:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=capeflattery-k12 Test=icmp-test Loss%=0.000000 Min-RTT=11.553 MaxRTT=112.223 Avg-RTT=48.656 Jitter=100.67
122,Aug 8 03:33:10seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=evaline-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.229 MaxRTT=69.667 Avg-RTT=27.013 Jitter=64.438
123,Aug 8 03:33:11seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
124,Aug 8 03:33:11seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
125,Aug 8 03:33:11seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=highline-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.54 MaxRTT=12.003 Avg-RTT=8.451000000000001 Jitter=9.4629
126,Aug 8 03:33:12spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=almira-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.278 MaxRTT=6.017 Avg-RTT=4.69 Jitter=2.739
127,Aug 8 03:33:12seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-icne-bacc Test=icmp-test Loss%=0.000000 Min-RTT=15.511 MaxRTT=87.973 Avg-RTT=39.672 Jitter=72.462
128,Aug 8 03:33:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
129,Aug 8 03:33:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
130,Aug 8 03:33:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=peninsula-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.507 MaxRTT=48.037 Avg-RTT=19.088 Jitter=43.53
131,Aug 8 03:33:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=peell-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.326 MaxRTT=48.099 Avg-RTT=19.585 Jitter=42.773
132,Aug 8 03:33:16seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tacoma-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.518 MaxRTT=9.897 Avg-RTT=5.108 Jitter=7.379
133,Aug 8 03:33:19seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
134,Aug 8 03:33:19seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
135,Aug 8 03:33:20seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=snohomish-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.98 MaxRTT=7.458 Avg-RTT=5.247 Jitter=4.478
136,Aug 8 03:33:23seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
137,Aug 8 03:33:23seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
138,Aug 8 03:33:24seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=edmonds-ctc Test=icmp-test Loss%=0.000000 Min-RTT=5.586 MaxRTT=10.269 Avg-RTT=8.448 Jitter=4.683
139,Aug 8 03:33:24seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=edmonds-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.639 MaxRTT=10.284 Avg-RTT=8.481999999999999 Jitter=4.645
140,Aug 8 03:33:27seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
141,Aug 8 03:33:27seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
142,Aug 8 03:33:28spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=palouse-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.084 MaxRTT=8.621 Avg-RTT=4.974 Jitter=5.537
143,Aug 8 03:33:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
144,Aug 8 03:33:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
145,Aug 8 03:33:33spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=stjohn-k12 Test=icmp-test Loss%=0.000000 Min-RTT=45.268 MaxRTT=45.268 Avg-RTT=45.268 Jitter=0
146,Aug 8 03:33:35seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
147,Aug 8 03:33:35seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
148,Aug 8 03:33:37spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=inchelium-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.33 MaxRTT=12.248 Avg-RTT=9.010999999999999 Jitte
149,Aug 8 03:33:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
150,Aug 8 03:33:39seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
151,Aug 8 03:33:40spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=greatnorthern-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
152,Aug 8 03:33:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
153,Aug 8 03:33:43seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
154,Aug 8 03:33:44seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=northkitsap-k12 Test=icmp-test Loss%=0.000000 Min-RTT=120.562 MaxRTT=120.562 Avg-RTT=120.562 Jitter=0
155,Aug 8 03:33:45seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-gov-bacc Test=icmp-test Loss%=0.000000 Min-RTT=4.147 MaxRTT=13.19 Avg-RTT=7.327 Jitter=9.042999999999999
156,Aug 8 03:33:46spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=lind-k12 Test=icmp-test Loss%=0.000000 Min-RTT=21.64 MaxRTT=28.193 Avg-RTT=24.917 Jitter=6.553
157,Aug 8 03:33:47seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
158,Aug 8 03:33:47seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
159,Aug 8 03:33:47spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=westvalley-spk-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.068 MaxRTT=4.896 Avg-RTT=3.522 Jitter=2.828
160,Aug 8 03:33:51seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=graysharbor-ctc Test=icmp-test Loss%=0.000000 Min-RTT=67.767 MaxRTT=67.767 Avg-RTT=67.767 Jitter=0
161,Aug 8 03:33:51seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=southside-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.392 MaxRTT=67.847 Avg-RTT=25.552 Jitter=63.455
162,Aug 8 03:33:51spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=methowvalley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=10.374 MaxRTT=15.752 Avg-RTT=12.4 Jitter=5.378
163,Aug 8 03:33:51seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lopezisland-k12 Test=icmp-test Loss%=0.000000 Min-RTT=67.738 MaxRTT=67.738 Avg-RTT=67.738 Jitter=0
164,Aug 8 03:33:51seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=mukilteo-k12 Test=icmp-test Loss%=0.000000 Min-RTT=67.723 MaxRTT=67.723 Avg-RTT=67.723 Jitter=0
165,Aug 8 03:33:52seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
166,Aug 8 03:33:52seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
167,Aug 8 03:33:52spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=republic-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.239 MaxRTT=13.61 Avg-RTT=8.061 Jitter=8.371
168,Aug 8 03:33:53spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=wsu-riverpoint-bacc Test=icmp-test Loss%=0.000000 Min-RTT=1.693 MaxRTT=38.547 Avg-RTT=14.006 Jitter=36
169,Aug 8 03:33:56seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=oakharbor-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.459 MaxRTT=87.74 Avg-RTT=46.1 Jitter=83.281
170,Aug 8 03:33:56seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
171,Aug 8 03:33:56seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
172,Aug 8 03:33:56pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=battleground-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.175 MaxRTT=7.248 Avg-RTT=4.826 Jitter=5.073
173,Aug 8 03:33:57pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=wahkiakum-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.006 MaxRTT=9.981999999999999 Avg-RTT=7.607 Jitte
174,Aug 8 03:33:57pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=mossyrock-k12 Test=icmp-test Loss%=0.000000 Min-RTT=9.339 MaxRTT=11.866 Avg-RTT=10.538 Jitter=2.527
175,Aug 8 03:33:57spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=liberty-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.579 MaxRTT=5.602 Avg-RTT=4.888 Jitter=2.023
176,Aug 8 03:33:58pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=evergreen-van-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.37 MaxRTT=5.717 Avg-RTT=3.546 Jitter=3.347
177,Aug 8 03:33:58spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=marywalker-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.488 MaxRTT=5.717 Avg-RTT=4.255 Jitter=2.229
178,Aug 8 03:34:00seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
179,Aug 8 03:34:00seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
180,Aug 8 03:34:01spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=lind-k12 Test=icmp-test Loss%=0.000000 Min-RTT=18.535 MaxRTT=28.193 Avg-RTT=22.789 Jitter=9.6579999999
181,Aug 8 03:34:03spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=stjohn-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.071 MaxRTT=45.268 Avg-RTT=17.147 Jitter=42.197
182,Aug 8 03:34:04spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=washtucna-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.918 MaxRTT=10.416 Avg-RTT=7.244 Jitter=5.498
183,Aug 8 03:34:04seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
184,Aug 8 03:34:04seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
185,Aug 8 03:34:04seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=palisades-k12 Test=icmp-test Loss%=0.000000 Min-RTT=65.67 MaxRTT=65.67 Avg-RTT=65.67 Jitter=0
186,Aug 8 03:34:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=chehalis-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.699 MaxRTT=15.587 Avg-RTT=10.641 Jitter=10.888
187,Aug 8 03:34:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
188,Aug 8 03:34:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
189,Aug 8 03:34:09spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=wsu-pnwu-bacc Test=icmp-test Loss%=0.000000 Min-RTT=8.553000000000001 MaxRTT=10.602 Avg-RTT=9.243 Jitt
190,Aug 8 03:34:09seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=portgamble-nwic Test=icmp-test Loss%=0.000000 Min-RTT=2.945 MaxRTT=5.158 Avg-RTT=4.021 Jitter=2.213
191,Aug 8 03:34:10spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=willow-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.811 MaxRTT=11.549 Avg-RTT=9.845000000000001 Jitter=
192,Aug 8 03:34:10seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=marysville-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.152 MaxRTT=5.443 Avg-RTT=4.428 Jitter=2.291
193,Aug 8 03:34:11seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=oakharbor-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.459 MaxRTT=87.74 Avg-RTT=32.38 Jitter=83.281
194,Aug 8 03:34:11seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=everett-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.901 MaxRTT=9.009 Avg-RTT=6.617 Jitter=4.108
195,Aug 8 03:34:12seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=morton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.839 MaxRTT=136.676 Avg-RTT=70.758 Jitter=131.837
196,Aug 8 03:34:12seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=centralia-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.784 MaxRTT=136.621 Avg-RTT=70.703 Jitter=131.837
197,Aug 8 03:34:12seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=kettlefalls-lib Test=icmp-test Loss%=0.000000 Min-RTT=136.628 MaxRTT=136.628 Avg-RTT=136.628 Jitter=0
198,Aug 8 03:34:13seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
199,Aug 8 03:34:13seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
200,Aug 8 03:34:13seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=northkitsap-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.06 MaxRTT=120.562 Avg-RTT=43.104 Jitter=116.502
201,Aug 8 03:34:15spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=benge-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.968 MaxRTT=8.776999999999999 Avg-RTT=6.245 Jitter=3.
202,Aug 8 03:34:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=snoisle-lib Test=icmp-test Loss%=0.000000 Min-RTT=6.147 MaxRTT=15.636 Avg-RTT=10.317 Jitter=9.489000000000001
203,Aug 8 03:34:16seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tacoma-k12 Test=icmp-test Loss%=0.000000 Min-RTT=39.543 MaxRTT=39.543 Avg-RTT=39.543 Jitter=0
204,Aug 8 03:34:16pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=skamania-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.54 MaxRTT=8.202999999999999 Avg-RTT=5.478 Jitter=
205,Aug 8 03:34:17seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
206,Aug 8 03:34:17seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
207,Aug 8 03:34:17seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=peninsula-porttownsend-ctc Test=icmp-test Loss%=0.000000 Min-RTT=3.791 MaxRTT=8.135 Avg-RTT=5.263 Jitter=4.34
208,Aug 8 03:34:18seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wshm-other Test=icmp-test Loss%=0.000000 Min-RTT=4.357 MaxRTT=8.689 Avg-RTT=5.833 Jitter=4.332
209,Aug 8 03:34:18seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=skagitvalley-oakharbor-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.404 MaxRTT=8.773999999999999 Avg-RTT=5.863
210,Aug 8 03:34:19seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=riverview-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.879 MaxRTT=11.87 Avg-RTT=10.735 Jitter=2.991
211,Aug 8 03:34:20spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=columbiastevens-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.093 MaxRTT=11.483 Avg-RTT=6.838 Jitter=7.3
212,Aug 8 03:34:21spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=mansfield-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.626 MaxRTT=9.787000000000001 Avg-RTT=8.496 Jitte
213,Aug 8 03:34:21seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
214,Aug 8 03:34:21seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
215,Aug 8 03:34:22seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=monroe-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.105 MaxRTT=9.135999999999999 Avg-RTT=7.526 Jitter=3.031
216,Aug 8 03:34:22seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=graysharbor-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.675 MaxRTT=67.767 Avg-RTT=25.729 Jitter=63.092
217,Aug 8 03:34:22seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=mukilteo-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.059 MaxRTT=67.723 Avg-RTT=25.947 Jitter=62.664
218,Aug 8 03:34:22seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lopezisland-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.785 MaxRTT=67.738 Avg-RTT=25.999 Jitter=62.953
219,Aug 8 03:34:22seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=dieringer-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.224 MaxRTT=8.218 Avg-RTT=6.337 Jitter=2.994
220,Aug 8 03:34:22seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=nisqually-nwic Test=icmp-test Loss%=0.000000 Min-RTT=5.089 MaxRTT=8.172000000000001 Avg-RTT=6.216 Jitter=3.08
221,Aug 8 03:34:22seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=northshore-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.169 MaxRTT=6.473 Avg-RTT=5.296 Jitter=2.304
222,Aug 8 03:34:23seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=northshore-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.169 MaxRTT=6.473 Avg-RTT=5.296 Jitter=2.304
223,Aug 8 03:34:23seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=sbctc-sdc-1-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.39 MaxRTT=10.501 Avg-RTT=6.61 Jitter=6.111
224,Aug 8 03:34:23seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=everett-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.843 MaxRTT=7.952 Avg-RTT=6.06 Jitter=3.109
225,Aug 8 03:34:24seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=edmonds-ctc Test=icmp-test Loss%=0.000000 Min-RTT=69.324 MaxRTT=69.324 Avg-RTT=69.324 Jitter=0
226,Aug 8 03:34:24seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=edmonds-k12 Test=icmp-test Loss%=0.000000 Min-RTT=69.319 MaxRTT=69.319 Avg-RTT=69.319 Jitter=0
227,Aug 8 03:34:24seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=capeflattery-k12 Test=icmp-test Loss%=0.000000 Min-RTT=15.198 MaxRTT=69.514 Avg-RTT=42.356 Jitter=54.316
228,Aug 8 03:34:24seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=chiefkitsap-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.177 MaxRTT=12.289 Avg-RTT=7.42 Jitter=9.112
229,Aug 8 03:34:25pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=aberdeen-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.782 MaxRTT=9.737 Avg-RTT=6.451 Jitter=4.955
230,Aug 8 03:34:25seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
231,Aug 8 03:34:25seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
232,Aug 8 03:34:26seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=darrington-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.155 MaxRTT=8.991 Avg-RTT=7.132 Jitter=2.836
233,Aug 8 03:34:26seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=cashmere-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.194 MaxRTT=9.029 Avg-RTT=7.168 Jitter=2.835
234,Aug 8 03:34:26seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=elma-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.163 MaxRTT=9.002000000000001 Avg-RTT=7.142 Jitter=2.839
235,Aug 8 03:34:26seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=burlingtonedison-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.212 MaxRTT=9.042 Avg-RTT=7.182 Jitter=2.83
